PRODUCT,PROCESS,MACHINE,TIME_SLOT
Bolts,Assembly,16,16
EV car,Testing,7,17
Bomb,Assembly,13,17
Cookie,Assembly,8,18
Hose,Assembly,2,18
Cookie,Assembly,19,19
EV car,Assembly,20,19
EV car,Loading,3,19
Bolts,Assembly,11,19
Bolts,Packaging,3,19
Bolts,Packaging,11,19
Cookie,Packaging,10,20
Cake,Assembly,3,20
Bolts,Loading,8,20
EV car,Testing,4,21
Hose,Packaging,3,21
Cake,Testing,12,21
Bomb,Testing,14,22
Cake,Loading,2,22
Bolts,Testing,2,22
EV car,Assembly,9,23
Hose,Packaging,3,23
EV car,Packaging,6,24
EV car,Packaging,9,24
Hose,Assembly,15,24
Hose,Testing,5,24
Bomb,Testing,1,24
Bolts,Assembly,5,25
Bolts,Loading,3,25
Bolts,Loading,4,25
EV car,Assembly,6,26
EV car,Testing,5,26
Hose,Assembly,4,26
Cake,Assembly,1,26
Bolts,Assembly,16,26
Bolts,Assembly,14,26
Cookie,Assembly,5,27
EV car,Assembly,17,27
Plumbus,Testing,11,27
Bomb,Packaging,6,27
Bolts,Testing,14,27
Bolts,Testing,7,27
Bolts,Packaging,12,27
Hose,Assembly,3,28
Hose,Packaging,8,28
Plumbus,Assembly,9,28
Bomb,Loading,12,28
Cookie,Packaging,2,29
Bolts,Assembly,5,29
Cookie,Assembly,4,30
Plumbus,Assembly,10,30
Bolts,Packaging,4,30
Cookie,Assembly,15,31
Cookie,Assembly,16,31
Bolts,Testing,15,31
Bolts,Packaging,12,31
Bolts,Loading,9,31
Cookie,Assembly,18,32
Cookie,Testing,1,32
Hose,Assembly,10,32
Hose,Testing,13,32
Hose,Packaging,11,32
Bolts,Assembly,18,32
EV car,Testing,13,33
Plumbus,Assembly,19,33
Bolts,Assembly,22,33
Cookie,Assembly,6,34
Cookie,Assembly,7,35
Cookie,Packaging,11,35
Cookie,Loading,2,35
Cake,Testing,7,35
Hose,Assembly,7,36
Bomb,Assembly,15,36
Bomb,Testing,15,36
Cake,Assembly,10,36
Bolts,Testing,10,36
Cookie,Loading,6,37
Hose,Testing,15,38
Bomb,Loading,7,38
Hose,Assembly,15,39
Bomb,Packaging,10,39
Bolts,Assembly,17,39
Bolts,Packaging,4,39
Cookie,Testing,1,40
Cake,Testing,4,40
Bolts,Packaging,11,40
Hose,Packaging,8,41
Plumbus,Testing,11,41
Plumbus,Packaging,4,41
Bomb,Packaging,10,41
Cookie,Testing,2,42
Cookie,Packaging,7,42
EV car,Testing,14,42
Bomb,Assembly,20,42
Cake,Packaging,8,42
Bolts,Assembly,12,42
Cookie,Testing,14,43
Hose,Packaging,13,43
Bolts,Assembly,7,43
Hose,Assembly,20,44
Hose,Loading,3,44
Cookie,Testing,11,45
Hose,Assembly,6,45
Hose,Testing,1,45
Cake,Loading,5,45
Bolts,Assembly,14,45
Cookie,Assembly,10,46
EV car,Testing,1,46
Hose,Loading,11,46
Cookie,Packaging,11,47
EV car,Assembly,4,47
Hose,Loading,12,47
Cake,Loading,2,47
Bolts,Assembly,22,47
Cookie,Packaging,4,48
Hose,Loading,1,48
Plumbus,Packaging,11,48
Cookie,Testing,2,49
Bomb,Assembly,18,49
Bolts,Assembly,2,49
Cookie,Packaging,6,50
EV car,Assembly,22,50
Plumbus,Packaging,1,50
Cookie,Packaging,2,51
Hose,Assembly,14,51
Hose,Assembly,19,51
Plumbus,Assembly,3,51
Bomb,Loading,12,51
Cake,Assembly,14,51
Cookie,Assembly,10,53
Plumbus,Loading,5,54
Bolts,Testing,2,54
Hose,Packaging,6,55
Hose,Loading,12,55
Cake,Testing,1,55
Bolts,Testing,13,55
Cake,Packaging,6,56
Hose,Testing,7,57
Hose,Testing,10,57
Cake,Packaging,7,57
Bolts,Testing,3,57
Bolts,Loading,8,57
Cookie,Testing,5,58
Hose,Testing,14,58
Bomb,Loading,1,58
EV car,Packaging,11,59
Cake,Packaging,2,59
Hose,Testing,11,60
Bomb,Loading,1,60
Bolts,Loading,4,60
Hose,Loading,11,61
Cookie,Testing,5,62
Cookie,Testing,1,62
EV car,Loading,13,62
Bolts,Testing,3,62
Bolts,Packaging,13,62
Cookie,Testing,7,63
Cookie,Packaging,7,63
Bomb,Packaging,2,63
Bolts,Testing,5,63
Plumbus,Testing,1,64
Bolts,Packaging,3,64
EV car,Loading,11,65
Plumbus,Testing,9,65
Bomb,Packaging,13,65
Cookie,Loading,7,66
EV car,Testing,14,66
Plumbus,Loading,7,66
Bomb,Packaging,9,66
Bolts,Testing,4,66
Bomb,Testing,14,67
Cake,Loading,13,67
EV car,Loading,7,68
Cake,Testing,9,68
Bolts,Testing,14,68
Cookie,Packaging,9,69
EV car,Testing,8,70
Bolts,Packaging,4,70
Hose,Testing,12,71
Hose,Packaging,1,72
Cake,Testing,10,73
Bolts,Packaging,1,73
Bolts,Loading,7,74
Hose,Testing,4,76
Cookie,Packaging,10,78
EV car,Testing,10,78
EV car,Loading,1,79
Plumbus,Testing,6,79
Cake,Packaging,11,79
Bolts,Testing,14,80
EV car,Packaging,10,81
Bolts,Packaging,12,81
Cookie,Loading,11,82
Bomb,Testing,8,84
Hose,Packaging,4,85
Plumbus,Testing,13,85
Bolts,Testing,2,85
Cookie,Packaging,2,86
Hose,Packaging,3,86
Hose,Packaging,10,86
Bomb,Testing,3,86
Bolts,Testing,12,86
Bolts,Packaging,7,86
Bolts,Testing,8,87
Cookie,Testing,7,88
Bomb,Testing,11,88
EV car,Testing,4,89
EV car,Packaging,5,89
EV car,Packaging,8,89
Bolts,Testing,15,89
Bolts,Packaging,2,89
Cookie,Loading,13,90
Cookie,Testing,12,91
Cookie,Loading,13,92
Hose,Loading,11,96
Hose,Packaging,12,98
Plumbus,Packaging,7,98
EV car,Packaging,1,100
Cake,Loading,9,100
Cookie,Packaging,7,101
Cookie,Loading,6,102
Hose,Packaging,2,102
Cake,Packaging,9,102
Plumbus,Loading,9,104
Bomb,Packaging,8,104
Bolts,Packaging,9,104
Bolts,Loading,13,104
Bolts,Packaging,9,106
Bolts,Loading,11,106
Bolts,Packaging,4,107
Cookie,Loading,6,108
Plumbus,Packaging,7,108
Bomb,Loading,8,108
Cookie,Packaging,11,109
Bolts,Loading,13,109
Plumbus,Packaging,13,110
Hose,Packaging,4,112
Cookie,Loading,3,115
Cake,Loading,6,116
Cookie,Loading,11,117
EV car,Packaging,10,118
Cookie,Loading,7,120
Hose,Loading,2,120
EV car,Packaging,3,121
Cake,Loading,6,121
Plumbus,Loading,7,122
Cookie,Loading,5,125
Bolts,Loading,10,125
Cookie,Loading,6,127
EV car,Loading,10,127
Bolts,Packaging,1,128
Bolts,Loading,13,128
Cookie,Packaging,6,129
Hose,Loading,5,129
Bomb,Loading,7,129
EV car,Loading,3,130
Plumbus,Loading,3,130
Plumbus,Loading,6,130
EV car,Packaging,1,131
Cookie,Loading,13,132
Bolts,Loading,3,132
Hose,Loading,9,133
Bolts,Loading,13,133
EV car,Loading,12,134
Hose,Loading,7,136
Bolts,Loading,2,139
EV car,Loading,8,140
Hose,Loading,1,140
Bolts,Loading,9,140
Plumbus,Loading,11,141
Bolts,Loading,13,144
Plumbus,Assembly,1,1
Bomb,Testing,8,3
Cake,Assembly,3,3
Bomb,Assembly,20,4
Plumbus,Assembly,11,5
Bolts,Assembly,13,5
Hose,Assembly,20,6
Hose,Packaging,4,6
Bomb,Assembly,9,6
Cake,Packaging,3,6
Cookie,Loading,10,7
EV car,Assembly,9,7
Hose,Testing,2,7
Bolts,Assembly,12,7
Plumbus,Assembly,1,8
Cookie,Assembly,2,9
EV car,Assembly,9,9
Plumbus,Assembly,8,9
Hose,Assembly,15,10
Hose,Assembly,1,10
Plumbus,Testing,1,10
Plumbus,Testing,3,10
Cake,Assembly,10,10
Bolts,Testing,11,10
Bolts,Loading,12,10
Bolts,Assembly,4,11
Bolts,Assembly,19,11
Bolts,Testing,12,12
Bomb,Testing,10,13
Cookie,Loading,3,14
Hose,Assembly,18,14
Cake,Assembly,18,14
Cake,Testing,14,14
Bolts,Packaging,4,14
EV car,Packaging,5,15
Hose,Testing,5,15
Hose,Loading,11,15
Cookie,Assembly,18,16
Hose,Assembly,12,16
Plumbus,Assembly,1,16
Cake,Loading,11,17
Bolts,Packaging,6,17
Bolts,Loading,9,17
EV car,Assembly,20,18
Cookie,Testing,6,19
Bolts,Assembly,14,19
Hose,Assembly,5,20
Bomb,Loading,3,20
Cake,Assembly,11,20
Bolts,Testing,7,20
Cookie,Assembly,7,21
Cookie,Testing,15,21
Cookie,Packaging,1,21
Cookie,Loading,13,21
Hose,Packaging,7,21
Cookie,Assembly,13,22
Cookie,Assembly,5,22
Cake,Testing,5,22
EV car,Assembly,21,23
Hose,Packaging,12,23
Cake,Assembly,8,23
Bolts,Assembly,14,23
Bolts,Assembly,6,23
Bolts,Testing,15,23
EV car,Assembly,4,24
Hose,Assembly,16,24
Hose,Testing,11,24
Hose,Testing,8,24
Bomb,Assembly,21,25
Bolts,Assembly,1,25
Bolts,Assembly,11,25
Bolts,Testing,12,25
Cookie,Testing,3,26
Plumbus,Packaging,10,26
Bomb,Testing,11,26
Bolts,Assembly,3,26
Bolts,Testing,1,26
Cookie,Assembly,21,27
Cookie,Assembly,8,27
Cookie,Loading,9,28
Hose,Packaging,13,28
Plumbus,Assembly,15,28
Plumbus,Testing,1,28
Bolts,Assembly,10,28
Cookie,Assembly,5,29
EV car,Packaging,5,29
Bomb,Assembly,19,29
Hose,Testing,10,30
Plumbus,Packaging,1,30
Bolts,Packaging,9,30
Cookie,Testing,15,31
Bolts,Assembly,16,31
Bolts,Testing,11,31
Bolts,Packaging,12,31
Hose,Testing,12,32
Cake,Packaging,10,32
Bolts,Assembly,12,32
Bolts,Packaging,10,32
EV car,Assembly,12,33
Hose,Testing,4,33
Bolts,Testing,9,33
Bolts,Testing,4,34
Hose,Assembly,22,35
Bomb,Testing,10,35
Cake,Testing,15,35
EV car,Testing,15,36
Bolts,Testing,12,36
Bolts,Packaging,5,36
Cookie,Loading,8,37
EV car,Assembly,19,37
EV car,Assembly,2,38
Hose,Packaging,6,38
Bolts,Assembly,17,38
Cookie,Testing,6,39
Bomb,Assembly,13,39
Cookie,Assembly,15,40
Bomb,Testing,7,40
Cookie,Testing,11,41
EV car,Assembly,9,41
Hose,Testing,6,41
Cookie,Loading,11,42
Hose,Testing,7,42
Hose,Packaging,10,42
Plumbus,Assembly,20,42
Plumbus,Testing,1,42
Bolts,Loading,13,42
Plumbus,Testing,9,43
Cake,Testing,10,43
Cake,Testing,9,43
Bolts,Testing,12,43
Bolts,Packaging,9,43
EV car,Assembly,20,44
Hose,Assembly,20,44
Bolts,Assembly,12,44
Cookie,Testing,13,45
Bomb,Loading,7,45
Cake,Assembly,7,45
Cake,Assembly,12,45
Bolts,Testing,3,45
Cookie,Assembly,14,46
Hose,Assembly,14,46
Bolts,Testing,6,46
Cookie,Assembly,18,47
EV car,Packaging,5,47
Cookie,Assembly,17,48
Cookie,Assembly,16,48
Cookie,Loading,8,48
Hose,Assembly,10,48
Bolts,Assembly,22,48
Cookie,Loading,8,49
Bomb,Assembly,17,49
Cookie,Assembly,15,50
Hose,Assembly,3,50
Hose,Packaging,8,50
Hose,Loading,3,50
Cake,Loading,9,50
Bolts,Assembly,6,50
Bolts,Testing,6,50
Bolts,Packaging,1,50
EV car,Testing,6,51
EV car,Loading,10,51
Bomb,Assembly,3,51
Bolts,Assembly,17,51
Bolts,Loading,1,51
Hose,Assembly,12,52
Cookie,Assembly,7,53
Cookie,Testing,12,53
Cookie,Packaging,9,53
EV car,Packaging,13,53
Hose,Assembly,16,53
Bomb,Packaging,7,53
Bolts,Assembly,7,54
Bolts,Assembly,2,54
Hose,Loading,6,55
Plumbus,Packaging,4,55
Bolts,Loading,11,55
Hose,Loading,13,56
Bomb,Loading,4,56
Cookie,Testing,8,57
Cookie,Packaging,6,57
Cookie,Loading,8,58
EV car,Testing,12,58
Hose,Testing,6,58
Plumbus,Testing,9,58
Bolts,Loading,12,58
EV car,Testing,1,59
Hose,Testing,12,59
Hose,Testing,1,59
EV car,Packaging,2,60
EV car,Loading,6,60
Hose,Loading,5,60
Bolts,Testing,2,61
Bomb,Packaging,7,62
Bolts,Testing,7,62
Cookie,Testing,15,63
Cookie,Packaging,10,63
Cookie,Testing,14,64
Cake,Testing,11,64
Bomb,Testing,2,65
Bomb,Loading,6,65
Bolts,Packaging,9,65
Bolts,Packaging,3,65
Cookie,Loading,8,66
EV car,Testing,4,66
Cookie,Testing,6,68
Bolts,Packaging,11,68
Cake,Testing,11,69
Bolts,Packaging,7,69
Bomb,Testing,2,70
EV car,Loading,5,71
Hose,Packaging,10,71
Bolts,Loading,3,71
Cake,Loading,12,73
Bolts,Testing,14,73
Bolts,Loading,7,73
Hose,Testing,13,75
Plumbus,Packaging,1,76
Bolts,Packaging,3,76
Bolts,Testing,13,77
Bolts,Testing,9,77
Bolts,Loading,4,77
Cookie,Packaging,5,78
EV car,Loading,12,78
Cookie,Packaging,7,79
EV car,Testing,3,79
Plumbus,Loading,1,79
Cookie,Testing,3,80
Cookie,Loading,13,80
Bolts,Packaging,13,80
Cookie,Testing,14,81
Hose,Testing,9,81
Cookie,Packaging,11,82
EV car,Packaging,13,82
Plumbus,Packaging,5,82
Bomb,Packaging,3,82
Hose,Loading,13,83
Plumbus,Loading,3,83
Bolts,Packaging,7,83
Cookie,Packaging,10,84
Hose,Loading,1,84
Hose,Packaging,13,85
Bomb,Packaging,8,85
Bolts,Packaging,3,85
Cookie,Testing,8,86
EV car,Testing,1,86
Hose,Packaging,7,86
Hose,Packaging,9,86
Bolts,Testing,3,86
Bolts,Loading,7,86
Plumbus,Testing,11,87
Plumbus,Loading,8,87
Hose,Packaging,7,88
Hose,Loading,4,88
Bomb,Loading,8,88
Cookie,Packaging,5,89
EV car,Testing,6,89
Bomb,Loading,12,89
Bolts,Packaging,3,89
Cookie,Packaging,11,90
Cookie,Loading,12,90
Hose,Packaging,10,92
Bomb,Packaging,9,93
Cake,Packaging,12,94
Cookie,Packaging,4,95
Hose,Loading,8,95
Hose,Loading,9,95
EV car,Testing,7,96
EV car,Testing,9,97
EV car,Loading,5,97
Plumbus,Loading,11,97
Cake,Loading,4,98
Bolts,Loading,1,99
EV car,Packaging,12,100
Bomb,Packaging,1,100
Bolts,Loading,12,101
EV car,Loading,2,102
Bolts,Packaging,7,102
Hose,Loading,10,103
Hose,Loading,3,103
Bolts,Loading,1,106
Cookie,Packaging,11,107
EV car,Packaging,5,107
Cake,Packaging,9,107
Bolts,Loading,13,107
Cake,Packaging,12,108
EV car,Loading,1,109
Bolts,Loading,11,109
Cookie,Packaging,1,111
Plumbus,Packaging,12,111
Plumbus,Loading,4,111
Bomb,Loading,3,111
Bomb,Packaging,1,112
Bolts,Loading,7,112
Bolts,Loading,3,112
Cookie,Packaging,12,114
Cookie,Packaging,7,114
Cookie,Loading,7,114
Hose,Loading,8,114
Cake,Packaging,6,114
Plumbus,Packaging,13,115
Hose,Packaging,10,117
Cookie,Loading,6,118
EV car,Loading,10,119
Bolts,Packaging,10,120
Bolts,Packaging,12,122
Cake,Packaging,12,123
Cake,Loading,6,124
EV car,Packaging,3,125
Bolts,Loading,3,126
EV car,Packaging,5,129
EV car,Loading,3,130
Plumbus,Loading,10,131
EV car,Loading,6,133
Plumbus,Loading,1,136
Bolts,Loading,13,136
Cake,Loading,3,137
Cookie,Loading,2,138
Hose,Loading,9,140
Cake,Loading,3,140
Bolts,Loading,9,140
Cookie,Assembly,7,1
EV car,Assembly,11,2
Cookie,Testing,9,3
Hose,Testing,6,3
Cake,Assembly,15,3
Cake,Assembly,17,3
Bolts,Assembly,16,3
Bolts,Testing,4,3
Cookie,Assembly,21,4
Cookie,Packaging,10,4
Plumbus,Assembly,3,4
Hose,Assembly,2,5
Plumbus,Assembly,19,5
Cake,Assembly,5,5
Bolts,Assembly,10,5
Bolts,Loading,7,5
Bolts,Testing,7,6
Cookie,Testing,9,7
Hose,Assembly,15,7
Bolts,Assembly,18,7
Hose,Testing,9,8
Plumbus,Assembly,9,8
Bomb,Assembly,5,8
Bomb,Assembly,7,8
Bolts,Testing,11,8
Cookie,Packaging,3,9
Cookie,Packaging,6,9
Hose,Assembly,6,9
Cookie,Assembly,1,10
Cookie,Assembly,21,10
Cookie,Packaging,13,10
EV car,Assembly,19,10
Hose,Packaging,11,10
Hose,Testing,15,11
Cake,Assembly,14,11
Bolts,Assembly,22,11
EV car,Testing,3,12
Bolts,Packaging,7,12
Hose,Assembly,20,13
Cookie,Assembly,12,14
Hose,Assembly,9,14
Bomb,Assembly,19,14
Bolts,Testing,2,14
Cookie,Assembly,21,15
Cookie,Loading,2,15
EV car,Assembly,13,15
EV car,Assembly,16,15
Bomb,Testing,13,15
Bolts,Testing,6,15
EV car,Assembly,10,16
Hose,Loading,12,16
Cake,Testing,8,16
Cake,Loading,9,17
Bolts,Assembly,11,17
Bolts,Assembly,20,17
Bolts,Testing,12,17
EV car,Loading,5,18
Cookie,Assembly,4,19
Cookie,Assembly,13,19
Cake,Assembly,15,19
Cookie,Packaging,1,20
EV car,Assembly,15,20
EV car,Testing,2,20
Hose,Testing,9,20
Bolts,Assembly,9,20
Cookie,Loading,9,21
Cookie,Loading,11,21
Hose,Assembly,3,21
Bomb,Packaging,3,21
Bomb,Loading,10,21
Bolts,Packaging,9,21
Cookie,Assembly,19,22
Hose,Loading,6,22
Hose,Loading,8,22
Hose,Loading,5,22
Plumbus,Loading,7,22
Bomb,Testing,5,22
Bolts,Assembly,15,22
Cookie,Assembly,15,23
Hose,Testing,12,23
Cookie,Loading,11,24
Bolts,Assembly,11,24
EV car,Assembly,19,25
Hose,Assembly,16,25
Hose,Assembly,6,25
Cookie,Testing,7,26
Plumbus,Testing,10,26
Plumbus,Testing,15,26
Cake,Testing,6,26
Cookie,Loading,7,27
Plumbus,Assembly,13,27
Plumbus,Assembly,17,27
Bolts,Assembly,22,27
Bolts,Assembly,13,27
Cookie,Assembly,9,28
EV car,Assembly,5,28
Hose,Loading,5,29
Cookie,Loading,13,30
Hose,Assembly,16,30
Cake,Testing,11,30
Bolts,Assembly,3,30
Bolts,Testing,9,30
Plumbus,Loading,2,31
Bolts,Packaging,8,31
EV car,Packaging,11,32
Hose,Assembly,14,32
Hose,Testing,8,32
Plumbus,Testing,3,32
Cake,Testing,10,32
Hose,Assembly,12,33
Cookie,Assembly,14,34
Bomb,Assembly,20,34
Bolts,Assembly,19,34
Cookie,Assembly,5,36
Cookie,Testing,9,36
EV car,Loading,5,36
Bomb,Testing,9,37
Cookie,Loading,1,38
Bolts,Assembly,13,38
Bolts,Packaging,5,38
EV car,Testing,4,39
Hose,Testing,4,39
Hose,Packaging,13,39
Bomb,Assembly,15,39
Bolts,Testing,9,39
Cookie,Assembly,16,40
Hose,Packaging,11,40
Plumbus,Testing,15,40
Bomb,Loading,3,40
Bolts,Assembly,9,40
Hose,Testing,15,41
Bomb,Packaging,2,41
Cake,Testing,3,41
Bolts,Assembly,4,41
Plumbus,Assembly,5,42
Plumbus,Testing,5,42
EV car,Packaging,13,43
Cake,Assembly,12,43
Cookie,Testing,4,44
Cookie,Testing,11,44
EV car,Assembly,5,44
Hose,Packaging,8,44
Bolts,Testing,10,44
Bomb,Loading,7,45
Cake,Loading,3,45
Plumbus,Assembly,5,46
Bomb,Assembly,6,46
Cake,Assembly,21,46
Cookie,Testing,13,47
Hose,Assembly,18,47
Hose,Testing,2,47
EV car,Loading,6,48
Bomb,Assembly,18,48
Cake,Packaging,4,48
Cookie,Assembly,11,49
EV car,Assembly,13,49
EV car,Loading,9,49
Hose,Assembly,8,49
Bolts,Packaging,6,49
Bolts,Testing,7,50
Bolts,Assembly,1,51
EV car,Testing,5,52
Hose,Loading,3,52
Bolts,Assembly,16,52
Hose,Assembly,8,53
Plumbus,Packaging,11,53
Bolts,Assembly,6,53
Bolts,Assembly,2,53
Hose,Loading,6,54
Cake,Loading,2,54
EV car,Testing,12,56
Plumbus,Packaging,9,57
Bolts,Loading,3,57
Cookie,Packaging,8,58
EV car,Packaging,8,58
Bolts,Packaging,10,58
Bolts,Packaging,10,58
Bolts,Loading,4,58
Cookie,Testing,8,59
EV car,Packaging,10,59
Hose,Loading,4,59
Bolts,Testing,12,60
Bolts,Packaging,6,60
Hose,Packaging,8,61
Bolts,Testing,8,61
Bolts,Packaging,13,61
EV car,Packaging,9,62
Cake,Packaging,9,62
Cake,Packaging,4,62
Cake,Packaging,4,62
Cookie,Testing,6,63
Hose,Packaging,6,63
Plumbus,Packaging,8,64
Bolts,Testing,4,65
Bolts,Testing,5,66
Bolts,Packaging,8,66
Cookie,Testing,2,67
Bolts,Packaging,1,67
Hose,Loading,2,68
Bomb,Loading,12,68
Bomb,Packaging,1,69
Cookie,Testing,4,70
Bomb,Testing,7,70
Cookie,Packaging,2,71
Bolts,Testing,4,71
Bolts,Testing,14,71
Bolts,Packaging,3,71
Bolts,Testing,2,72
Hose,Testing,10,73
Hose,Testing,12,73
Hose,Testing,12,73
Bolts,Testing,11,74
Bolts,Loading,3,74
Cookie,Testing,4,75
EV car,Loading,11,76
Bolts,Loading,12,76
Cookie,Packaging,7,77
EV car,Testing,12,77
Bomb,Testing,8,77
Bolts,Testing,8,77
Cake,Loading,10,78
Bolts,Testing,14,79
Bolts,Packaging,4,79
Hose,Packaging,13,80
Hose,Packaging,12,80
Plumbus,Testing,6,81
Bolts,Loading,6,81
EV car,Testing,6,82
Bomb,Loading,1,82
Bolts,Loading,1,82
Cookie,Packaging,5,83
Bolts,Loading,10,83
Cookie,Testing,15,85
Bomb,Testing,3,85
Cookie,Testing,15,86
Cookie,Testing,4,86
Cookie,Packaging,2,86
Bomb,Testing,9,86
Cake,Packaging,3,86
Cookie,Packaging,13,87
Cookie,Loading,6,87
Hose,Packaging,7,87
Hose,Testing,6,88
Plumbus,Testing,1,88
Hose,Packaging,13,89
Hose,Loading,4,89
Plumbus,Packaging,9,89
Bolts,Packaging,6,89
EV car,Testing,9,90
EV car,Testing,5,90
Hose,Testing,1,90
Bomb,Packaging,12,91
Cake,Testing,5,91
Bolts,Loading,7,91
Cookie,Packaging,6,92
EV car,Packaging,8,92
Plumbus,Loading,8,92
Plumbus,Loading,3,92
EV car,Packaging,8,93
Cake,Testing,10,93
EV car,Testing,9,94
Plumbus,Packaging,1,94
Cookie,Loading,6,96
Bomb,Packaging,10,96
Bomb,Loading,2,96
Bolts,Loading,9,96
Hose,Packaging,7,97
Bolts,Loading,7,97
Bolts,Loading,11,99
Cookie,Loading,8,101
EV car,Packaging,8,101
Bomb,Packaging,11,101
Bolts,Loading,10,102
Cookie,Loading,5,103
Cookie,Loading,5,103
Hose,Loading,8,103
Cake,Loading,12,103
Hose,Packaging,5,104
Cake,Packaging,11,104
Bolts,Loading,2,106
Hose,Loading,12,108
Plumbus,Loading,11,109
Cookie,Loading,5,110
Cake,Loading,11,110
EV car,Packaging,5,112
Bomb,Packaging,9,112
Bolts,Packaging,9,112
Hose,Packaging,6,116
Bolts,Packaging,3,116
Hose,Packaging,3,117
Cookie,Packaging,9,118
Cookie,Packaging,13,118
Bolts,Packaging,10,119
Bolts,Loading,2,119
EV car,Packaging,12,120
Bomb,Loading,10,120
Plumbus,Loading,1,121
Bolts,Loading,6,121
EV car,Loading,6,122
Cake,Packaging,2,122
Plumbus,Packaging,10,123
Hose,Loading,7,125
Hose,Loading,13,125
Bolts,Packaging,9,125
Bolts,Loading,7,126
EV car,Loading,11,127
Bolts,Packaging,4,127
Bolts,Loading,12,127
Cookie,Packaging,6,128
Bolts,Packaging,13,128
Plumbus,Packaging,11,131
EV car,Loading,5,133
Cookie,Loading,6,134
Plumbus,Loading,1,135
Bolts,Loading,9,135
EV car,Loading,12,138
EV car,Loading,10,139
Cake,Loading,3,140
Bolts,Loading,4,142
Cookie,Loading,3,144
EV car,Assembly,16,1
Hose,Assembly,5,1
Hose,Assembly,22,1
Plumbus,Assembly,3,1
Cake,Assembly,21,1
Cookie,Assembly,17,2
Cookie,Assembly,20,2
Bolts,Assembly,13,2
Bolts,Assembly,3,3
Cookie,Assembly,17,4
EV car,Assembly,1,4
Hose,Assembly,5,4
Hose,Testing,13,4
Bolts,Testing,6,4
Cookie,Testing,10,5
Hose,Assembly,19,5
Hose,Testing,1,5
Cake,Assembly,8,5
Cake,Testing,2,5
Bolts,Assembly,17,5
Bolts,Assembly,2,5
Plumbus,Assembly,22,6
Bolts,Testing,2,6
Bolts,Loading,3,6
Bolts,Packaging,1,7
Cake,Testing,14,8
Bolts,Assembly,17,8
Hose,Assembly,5,9
Hose,Packaging,10,10
Bomb,Packaging,5,10
Cookie,Assembly,21,11
Cookie,Testing,1,11
Cookie,Loading,12,11
Hose,Packaging,2,11
Bomb,Testing,8,11
Bolts,Assembly,4,11
Bolts,Assembly,15,11
Bolts,Packaging,10,11
Bomb,Assembly,10,12
Cake,Assembly,17,12
Cookie,Assembly,3,13
Cookie,Assembly,20,13
Hose,Assembly,6,13
Plumbus,Testing,10,13
EV car,Assembly,14,14
Cookie,Testing,8,15
EV car,Packaging,11,15
Plumbus,Packaging,8,15
Bomb,Loading,1,15
Bolts,Assembly,2,15
Bolts,Assembly,22,15
Hose,Assembly,15,16
Plumbus,Assembly,3,16
Cookie,Assembly,1,17
Cookie,Assembly,7,17
Cake,Testing,2,17
Cake,Testing,2,17
Cookie,Loading,3,18
Bolts,Testing,7,19
EV car,Assembly,15,20
Cookie,Testing,10,21
Bomb,Assembly,18,21
Bolts,Testing,12,21
Bolts,Packaging,1,21
Hose,Loading,5,22
Cookie,Assembly,5,23
Cookie,Assembly,2,23
Hose,Loading,11,23
Cookie,Assembly,17,24
Cookie,Packaging,4,24
EV car,Testing,7,24
Hose,Assembly,1,24
Bomb,Testing,1,24
Bolts,Assembly,6,24
Bolts,Assembly,10,24
Bomb,Loading,9,25
Cake,Loading,9,25
Bolts,Testing,7,25
Bolts,Testing,12,26
Cookie,Testing,10,27
Plumbus,Assembly,4,27
Bomb,Packaging,13,27
Cake,Assembly,15,27
Cookie,Loading,3,28
Cake,Packaging,3,28
Cake,Loading,2,28
Plumbus,Testing,13,29
Cookie,Packaging,2,30
Bomb,Loading,5,31
Cake,Testing,6,31
Plumbus,Testing,6,32
Bolts,Assembly,22,32
Bolts,Packaging,7,32
Cookie,Assembly,11,33
Hose,Packaging,12,33
Plumbus,Testing,10,33
Plumbus,Packaging,10,33
Bolts,Assembly,20,33
Bolts,Packaging,11,33
Bolts,Loading,2,33
Cookie,Testing,1,34
Cookie,Testing,3,34
Hose,Testing,12,34
Bolts,Testing,13,34
Cookie,Packaging,2,35
Hose,Testing,14,35
Plumbus,Assembly,7,35
Bolts,Testing,11,35
EV car,Assembly,16,36
Bomb,Testing,3,36
Cake,Packaging,3,36
Bolts,Assembly,17,36
Cookie,Packaging,6,37
EV car,Assembly,21,37
Hose,Testing,6,37
Hose,Packaging,10,37
Bolts,Packaging,4,37
Bomb,Packaging,12,38
Plumbus,Assembly,13,39
Cake,Assembly,16,39
Bolts,Assembly,5,39
EV car,Assembly,11,40
EV car,Loading,10,40
Hose,Packaging,6,40
Bolts,Assembly,12,40
Bolts,Testing,3,40
Cookie,Testing,6,41
Cookie,Packaging,2,41
Cookie,Packaging,6,41
Bomb,Packaging,1,41
Hose,Assembly,5,42
Hose,Assembly,5,42
Bomb,Assembly,6,42
Bomb,Assembly,12,42
Cake,Testing,4,42
Hose,Testing,9,43
Plumbus,Assembly,5,43
Bomb,Testing,14,43
Bolts,Testing,7,43
Cookie,Testing,3,44
EV car,Assembly,17,44
EV car,Assembly,10,44
Bomb,Assembly,8,44
Hose,Assembly,16,45
Hose,Packaging,7,45
Bomb,Testing,11,45
